Id;DESCRIPCION;NUMERO_PROCESO;ESTADO;TIPO_PROCESO;UNIDAD_CONTRATACION;VALOR_ESTIMADO;FASE_ACTUAL;ENTIDAD_ESTATAL;FECHA_PUBLICACION;FECHA_OFERTAS;CODIGO_NOTICE;FECHA_PRESENTACION;TIPO_CONTRATO;JUSTIFICACION_CONTRATO;FECHA_TERMINACION;DESCRIPCION_CONTRATO;VALOR_ESTIMADO_ADQUISICIONES;CODIGO_UNSPSC;Licita
477;Prestación de servicios de apoyo a la gestión de la entidad brindando el soporte permanente y preferencial al software de nómina (Antares) que se utiliza en la Gobernación de Caldas para la elaboració;CD-SP-570-2024;Proceso adjudicado y celebrado;Contratación directa.;SECRETARIA DE PLANEACION (SP);48906433;Presentación de oferta;GOBERNACION DE CALDAS - Primero la Gente;28 días de tiempo transcurrido (10/04/2024 2:16:46 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5959227;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios de apoyo a la gestión de la entidad brindando el soporte permanente y preferencial al software de nómina (Antares) que se utiliza en la Gobernación de Caldas para la elaboración de las nóminas de pensionados, Practicantes y funcionarios activos;55000000;43231505 - Software de recursos humanos;
478;solicitud de cotización para contratar los servicios de software vía web, para la nómina de la ARN;02;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;GRUPO GESTION CONTRACTUAL;0;Presentación de oferta;AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN;26/03/2024 4:09:16 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5899642;25 días de tiempo transcurrido (12/04/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito); ; ;31/12/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ;0;43231505 - Software de recursos humanos;
479;Portal especializacion para atraccion, fidelizacion, publicacion de vacantes, preseleccion de candidatos, administracion de procesos de seleccion y gestion de marca empleadora.;PAC-2024-1960;Publicado;Contratación régimen especial;Dirección General;340120000;Presentación de oferta;BANCO AGRARIO DE COLOMBIA S.A.;26/03/2024 11:04:28 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5898039;-;Prestación de servicios;Regla aplicable;16/05/2026 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Portal especializacion para atraccion, fidelizacion, publicacion de vacantes, preseleccion de candidatos, administracion de procesos de seleccion y gestion de marca empleadora.;350000000;43231505 - Software de recursos humanos;
480;ACTUALIZACIÓN, SOPORTE TECNICO Y CAPACITACIÓN REMOTA DEL LICENCIAMIENTO DEL SOFTWARE SISTEMA DE INFORMACION EN ATENCION PRIMARIA ROCKY VERSION MAYO DE 2024, PARA EL NORMAL FUNCIONAMIENTO ADMINISTRATI;106-2024;Publicado;Contratación régimen especial;CONTRATACION;5000000;Presentación de oferta;E.S.E HOSPITAL ESPECIAL DE CUBARA;22/03/2024 6:34:40 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5890824;-;Decreto 092 de 2017;Decreto 092 de 2017;12 días para terminar (20/05/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);ACTUALIZACIÓN, SOPORTE TECNICO Y CAPACITACIÓN REMOTA DEL LICENCIAMIENTO DEL SOFTWARE SISTEMA DE INFORMACION EN ATENCION PRIMARIA ROCKY VERSION MAYO DE 2024, PARA  EL NORMAL FUNCIONAMIENTO ADMINISTRATI;5000000;43231505 - Software de recursos humanos;
481;Prestación de servicios profesionales en la asistencia y soporte técnico para el apoyo en la administración, acondicionamiento y publicación de contenido del portal web https://caldas.gov.co, intranet;CD-SP-492-2024;Proceso adjudicado y celebrado;Contratación directa.;SECRETARIA DE PLANEACION (SP);120000000;Presentación de oferta;GOBERNACION DE CALDAS - Primero la Gente;21/03/2024 10:55:53 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5877458;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios profesionales en la asistencia y soporte técnico para el apoyo en la administración, acondicionamiento y publicación de contenido del portal web https://caldas.gov.co, intranet https://intranet.caldas.gov.co y micrositios de la página principal de la Gobernación de Caldas, en cumplimiento de las directrices y lineamientos del Ministerio de Tecnologías de la Información y las Comunicaciones MinTIC;165000000;43231505 - Software de recursos humanos;
482;PRESTACIÓN DE SERVICIOS PARA EL USO Y SOPORTE DEL SISTEMA ADMINISTRATIVO Y FINANCIERO SIAF, ASI COMO PARA EL DESARROLLO DE NUEVOS REQUERIMIENTOS AL MISMO;CD-817-2024;Proceso adjudicado y celebrado;Contratación directa.;Gestión Contractual;253250000;Presentación de oferta;DEFENSORÍA DEL PUEBLO;20/03/2024 12:23:20 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5870774;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;19/08/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTACIÓN DE SERVICIOS PARA EL USO Y SOPORTE DEL SISTEMA ADMINISTRATIVO Y FINANCIERO SIAF, ASI COMO PARA EL DESARROLLO DE NUEVOS REQUERIMIENTOS AL MISMO.;564000000;43231505 - Software de recursos humanos;
483;PRESTACIÓN DE SERVICIOS ESPECIALIZADOS ASOCIADOS AL SISTEMA DE GESTIÓN DE TALENTO HUMANO - HUMANO WEB DEL SECTOR EDUCATIVO, SECRETARÍA DE EDUCACIÓN DEL DEPARTAMENTO DEL TOLIMA.;CD-2024-PE-1140;Proceso adjudicado y celebrado;Contratación directa.;SECRETARIA DE EDUCACION;131040000;Presentación de oferta;GOBIERNO DEPARTAMENTAL;18/03/2024 3:08:45 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5857073;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado; ;PRESTACIÓN DE SERVICIOS ESPECIALIZADOS ASOCIADOS AL SISTEMA DE GESTIÓN DE TALENTO HUMANO - HUMANO WEB DEL SECTOR EDUCATIVO, SECRETARÍA DE EDUCACIÓN DEL DEPARTAMENTO DEL TOLIMA.;150000000;43231505 - Software de recursos humanos;
484;PRESTACIÓN DE SERVICIOS PARA LA IMPLEMENTACION Y MANTENIMIENTO DE LA INTRANET PERTENECIENTE A LA ESE HOSPITAL SAN FRANCISCO DE VIOTA.;109 DE 2024;Proceso adjudicado y celebrado;Contratación régimen especial;OFICINA DE CONTRATACION;7000000;Presentación de oferta;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA;13/03/2024 3:20:53 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5832001;-;Decreto 092 de 2017;Decreto 092 de 2017;5 días para terminar (13/05/2024 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito); ;0;43231505 - Software de recursos humanos;
485;Renovación 1 y modificación técnica al contrato 2023-1014 Licencia anual de plataforma virtual con ATS AIRA;22001482;Publicado;Contratación régimen especial;Unidad de Compras y Contrataciones;14903061;Presentación de oferta;Fundación Empresas Públicas de Medellín;13/03/2024 1:33:39 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5830752;-;Prestación de servicios;Regla aplicable;13/03/2025 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación 1 y modificación técnica al contrato 2023-1014 Licencia anual de plataforma virtual con ATS - AIRA;14903061;43231505 - Software de recursos humanos;
486;SOFTWARE HOUSE;CD-ICC-116A-2024;Proceso adjudicado y celebrado;Contratación directa.;GESTIÓN CONTRACTUAL;51538365;Presentación de oferta;INSTITUTO CARO Y CUERVO;11/03/2024 5:32:55 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5817667;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;27/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar el servicio de soporte, asistencia técnica especializada, mantenimiento, actualización, capacitación y desarrollos requeridos para el uso de la aplicación WEBSAFI-ERP.;66000000;43231505 - Software de recursos humanos;
487;SOFTWARE HOUSE;CD-ICC-116-2024;Proceso en evaluación y observaciones;Contratación directa.;GESTIÓN CONTRACTUAL;51538365;Presentación de oferta;INSTITUTO CARO Y CUERVO;11/03/2024 3:31:00 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5816255;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;27/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar el servicio de soporte, asistencia técnica especializada, mantenimiento, actualización, capacitación y desarrollos requeridos para el uso de la aplicación WEBSAFI-ERP.;66000000;43231505 - Software de recursos humanos;
488;ADQUIRIR BOLSA DE HORAS PARA ACOMPAÑAMIENTO Y/O CAPACITACIONES DEL APLICATIVO KACTUS HCM;MJD-CD-556-2024;Proceso adjudicado y celebrado;Contratación directa.;Grupo de Gestion Contractual;24708208;Presentación de oferta;MINJUSTICIA..;4/03/2024 11:55:21 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5774196;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ADQUIRIR BOLSA DE HORAS PARA ACOMPAÑAMIENTO Y/O CAPACITACIONES DEL APLICATIVO KACTUS HCM;61725300;43231505 - Software de recursos humanos;
489;PRUEBAS ONLINE DE COMPETENCIAS, INTEGRIDAD Y PERSONALIDAD;PECM-0033363;Publicado;Contratación régimen especial;ADQUISICIONES DE BIENES Y SERVICIOS;2134350;Presentación de oferta;AGUAS DE MANIZALES S.A. E.S.P.;27/02/2024 5:08:59 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5741875;-;Prestación de servicios;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"SE REQUIEREN PRUEBAS ONLINE DE SELECCION COMPETENCIAS, INTEGRIDAD Y PERSONALIDAD PARA
APLICAR EN LOS PROCESOS DE SELECCION QUE REALIZA LA EMPRESA";0;43231505 - Software de recursos humanos;
490;NOVASOFT S.A.S;CTO-249-2024;Proceso adjudicado y celebrado;Contratación directa.;UNIDAD 1;179238249;Presentación de oferta;MINISTERIO DE COMERCIO INDUSTRIA Y TURISMO - MINCIT;27/02/2024 3:57:03 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5740929;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar el servicio de Software as a Service (SaaS) de los módulos de Nómina y portal web del Sistema Integrado Novasoft Enterprise Web;180000000;43231505 - Software de recursos humanos;
491;SUMINISTRO DEL SOFTWARE DE GESTIÓN INTEGRAL DE PQRS, HOSTING Y VPS SERVIDOR VIRTUAL PRIVADO PARA LA VIGENCIA DEL AÑO 2024 PARA LOS DOMINIOS PERTENECIENTES A INFITULUA E.I.C.E;200-11.4-011;Publicado;Contratación régimen especial;CONTRATACION;34400000;Presentación de oferta;INSTITUTO DE FINANCIAMIENTO, PROMOCIÓN Y DESARROLLO DE TULUÁ;23/02/2024 6:16:48 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5724287;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 6:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SUMINISTRO DEL SOFTWARE DE GESTIÓN INTEGRAL DE PQRS, HOSTING Y VPS SERVIDOR VIRTUAL PRIVADO PARA LA VIGENCIA DEL AÑO 2024 PARA LOS DOMINIOS PERTENECIENTES A INFITULUA E.I.C.E;31755000;43231505 - Software de recursos humanos;
492;LICENCIAMIENTO DE USO NO EXCLUSIVO DEL SOFTWARE HOMINIS;CD-ARN-823-2024.;Proceso adjudicado y celebrado;Contratación directa.;GRUPO GESTION CONTRACTUAL;58440900;Presentación de oferta;AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN;21/02/2024 10:15:28 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5702243;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;22/08/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"""Contratar el licenciamiento de uso no exclusivo del Software ""HOMINIS"" y la prestación del servicio de Hosting con la sociedad INFORMATICA Y TECNOLOGÍA S.A.S. - INFOTEC, con horas de soporte y asistencia técnica, para la elaboración de la nómina de la Agencia para la Reincorporación y la Normalización ARN";58476600;43231505 - Software de recursos humanos;
493;PRUEBAS ONLINE IMPACT-SELECT;PECM-0033350;Publicado;Contratación régimen especial;ADQUISICIONES DE BIENES Y SERVICIOS;837499;Presentación de oferta;AGUAS DE MANIZALES S.A. E.S.P.;20/02/2024 3:47:42 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5696433;-;Prestación de servicios;Regla aplicable;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);"SE REQUIEREN PRUEBAS ONLINE DE SELECCION DE PERSONALIDAD Y COMPETENCIAS PARA APLICAR
EN LOS PROCESOS DE SELECCION QUE REALIZA LA EMPRESA";0;43231505 - Software de recursos humanos;
494;CONTRATO DE SIGEP 2024;HTIMBIO-CAU-CPS-049-2024;Proceso adjudicado y celebrado;Contratación régimen especial;CONTRATACION TIMBIO;7370000;Presentación de oferta;HOSPITAL TIMBIO ESE;15/02/2024 2:36:41 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5665154;-;Decreto 092 de 2017;Decreto 092 de 2017;23 días de tiempo transcurrido (15/04/2024 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);El contratista se compromete a realizar la capacitación, actualización y mantenimiento de la Base de datos del aplicativo software Sigep.;30000000;43231505 - Software de recursos humanos;
495;DIGITAL WARE S.A.S;CMM-2024-000003;Publicado;Contratación régimen especial;UC-SGRAL-Talento Humano - OMAR GILDARDO MUÑOZ CIFUENTES;222429931;Presentación de oferta;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA - UNAD;13/02/2024 4:37:45 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5649193;-;Decreto 092 de 2017;Decreto 092 de 2017;30/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);REALIZAR EL MANTENIMIENTO PROFESIONAL DE SOPORTE, ACTUALIZACIÓN DEL SOFTWARE KACTUS-HR Y SUMINISTRAR BOLSA DE HORAS DE CONSULTORÍA, ACOMPAÑAMIENTO DE PROCESOS, PARAMETRIZACIÓN DE MÓDULOS, CAPACITACIONES O ASESORÍA PARA LEVANTAMIENTO DE REQUERIMIENTOS, ADQUIRIDO MEDIANTE CONTRATO NO. 124 DE 2007 Y QUE ACTUALMENTE FUNCIONA EN EL ÁREA DE LA GERENCIA DE TALENTO HUMANO DE LA UNAD. DE CONFORMIDAD CON LOS TERMINOS DE REFERENCIA Y LA PROPUESTA PRESENTADA POR EL CONTRATISTA, LOS CUALES HACEN PARTE INTEGR;253000000;43231505 - Software de recursos humanos;
496;HEINSOHN HUMAN GLOBAL SOLUTIONS S.A.S;CONTRATO 888 DE 2024;Proceso adjudicado y celebrado;Contratación directa.;Unidad de Contratación - Grupo de contratación SIC;330439000;Presentación de oferta;SIC SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO;12/02/2024 11:02:18 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5637782;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios para realizar el acompañamiento funcional y técnico del Sistema de Información de Gestión de Empleo Público SIGEP implementado en la Superintendencia de Industria y Comercio bajo la modalidad de bolsa de horas, incluyendo el desarrollo de nuevos requerimientos, soporte técnico y mantenimiento de los diferentes módulos que lo conforman;330515942;43231505 - Software de recursos humanos;
497;SOFTWARE MIPG-SIG;JBB-CD-817-2024;Proceso adjudicado y celebrado;Contratación directa.;DIRECCION;18400000;Presentación de oferta;Jardín Botánico José Celestino Mutis;28 días de tiempo transcurrido (10/04/2024 2:28:58 PM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5958965;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;10/01/2025 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);149-01-7683-SERVICIO DE SOPORTE, MANTENIMIENTO Y ACTUALIZACIÓN DEL SOFTWARE MIPG-SIG;18400000;43231506 - Software de logística de planeación de requerimiento de materiales y cadena de suministros;
498;Adquirir la actualización y la suscripción a los servicios de soporte y mantenimiento del Software AM;36922;Proceso adjudicado y celebrado;Contratación directa.;SECRETARÍA SUMINISTROS Y SERVICIOS;71475778;Presentación de oferta;DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN;2/04/2024 11:26:40 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5918392;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;3/04/2025 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Adquirir la actualización y la suscripción a los servicios de soporte y mantenimiento del Software AM;71475778;43231506 - Software de logística de planeación de requerimiento de materiales y cadena de suministros;
499;ICENCIAMIENTO DE LA PLATAFORMA JAC CLÚSTER;FNTIA-189-2024;Publicado;Contratación régimen especial;UNIDAD DE CONTRATACIÓN MISIONAL;190400000;Presentación de oferta;PATRIMONIO AUTÓNOMO FONDO NACIONAL DEL TURISMO FONTUR;12 días de tiempo transcurrido (26/04/2024 8:30:54 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6037848;-;Suministros;Regla aplicable; ;SUMINISTRAR EL LICENCIAMIENTO DE LA PLATAFORMA JAC CLÚSTER PARA LAS INSTANCIAS (NODOS) EN CLÚSTER, PARA LA OPERACIÓN DE LA APLICACIÓN DE CONTRIBUCIÓN PARAFISCAL JACTUR EN ALTA DISPONIBILIDAD.;0;43231507 - Software de manejo de proyectos;
500;SUMINISTRO SISTEMA ADMINISTRATIVO Y FINANCIERO AÑO LECTIVO;jun-24;Publicado;Contratación régimen especial;UNIDAD DE CONTRATACION;2120000;Presentación de oferta;INSTITUCION EDUCATIVA CIUDADELA CUBA;15 días de tiempo transcurrido (23/04/2024 9:53:23 AM(UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.6018849;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);SUMINISTRO SISTEMA ADMINISTRATIVO Y FINANCIERO AÑO LECTIVO;0;43231507 - Software de manejo de proyectos;
501;Prestar a favor de la FDN los servicios de consultoría y soporte técnico en la modalidad 7x24 de las necesidades funcionales y operacionales que pueda tener la FDN en el marco de la gestión de sistema;FDN-ADM-2024-00011-CTO11-2024;Publicado;Contratación régimen especial;Dirección de Tecnología;388641332;Presentación de oferta;FINANCIERA DE DESARROLLO NACIONAL S.A.;27/03/2024 1:57:57 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5903434;-;Prestación de servicios;Regla aplicable;28/04/2025 11:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestar a favor de la FDN los servicios de consultoría y soporte técnico en la modalidad 7x24 de las necesidades funcionales y operacionales que pueda tener la FDN en el marco de la gestión de sistemas del entorno OPENTEXT, incluyendo monitorización técnica de la plataforma, resolución de incidencias y peticiones del servicio, gestor del servicio, informe de métricas e informe del servicio mensual y soporte sobre Answers Modules. Así mismo, una bolsa 1200 horas para las configuraciones nuevas;0;43231507 - Software de manejo de proyectos;
502;SISTEMATIZACION DE BOLETINES;CRBJIED-RE-05-2024;Publicado;Contratación régimen especial;IED RBJ;4300000;Presentación de oferta;COLEGIO RAFAEL BERNAL JIMENEZ IED;22/03/2024 1:37:02 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5886697;-;Otro;Regla aplicable;22/12/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);SERVICIO DE LA PLATAFORMA EDUPAGE PARA LA SISTEMATIZACION DE NOTAS AÑO ACADEMICO 2024;4500000;43231507 - Software de manejo de proyectos;
503;ARRENDAMIENTO;1200-06-04-049-24;Publicado;Contratación régimen especial;HOSPITAL DEPARTAMENTAL TOMAS URIBE URIBE DE TULUA;70653968;Presentación de oferta;Hospital Departamental Tomas Uribe Uribe ESE;21/03/2024 6:40:09 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5882616;-;Decreto 092 de 2017;Decreto 092 de 2017;31/12/2024 7:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);ARRENDAMIENTO DE CINCO (5) FORTIAPS 231G Y CINCO (5) POWER INJECTORS Y OTROS ELEMENTOS, PARA LA PRESTACIÓN DEL SERVICIO DE FIREWALL AS A SERVICE FWAAS CON EL OBJETIVO DE MEJORAR LA CIBERSEGURIDAD DE LA ESE HOSPITAL DEPARTAMENTAL TOMAS URIBE URIBE DE TULUÁ;0;43231507 - Software de manejo de proyectos;
504;PRESTACION DE SERVICIOS DE ADMINISTRACION, OPERACION MANEJO Y FUNCIONAMIENTO DE LAS ZONAS DE ESTACIONAMIENTO REGULADO EN LA PLAZA MAYOR JOSE MARIA CORDOVA (Manifestación de interés (Menor Cuantía)) (;SAMC-004-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta);Proceso adjudicado y celebrado;Selección abreviada menor cuantía;SECRETARA DE TRANSPORTE Y TRANSITO;112628430;Presentación de oferta;MUNICIPIO DE EL SANTUARIO ANTIOQUIA;18/03/2024 5:24:17 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5859102;21/03/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios;Menor Cuantía; ;PRESTACION DE SERVICIOS DE ADMINISTRACION, OPERACION MANEJO Y FUNCIONAMIENTO DE LAS ZONAS DE ESTACIONAMIENTO REGULADO EN LA PLAZA MAYOR JOSE MARIA CORDOVA;0;43231507 - Software de manejo de proyectos;
505;SOLINCO COLOMBIA S.A.S.;RENOBO-CD-068-2024;Proceso adjudicado y celebrado;Contratación régimen especial;Dirección de Contratación;147997826,4;Presentación de oferta;EMPRESA DE RENOVACION Y DESARROLLO URBANO DE BOGOTA D.C;8/03/2024 12:56:58 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5805160;-;Prestación de servicios;Regla aplicable; ;Adquirir Licencias de Adobe Acrobat Pro Dc For Teams, Adobe Stock y Autodesk Autocad;230290000;43231507 - Software de manejo de proyectos;
506;PRESTACIÓN DE SERVICIOS;C.A.035-2024;Publicado;Contratación régimen especial;OFICINA JURIDICA;2717280;Presentación de oferta;ESE CENTRO;7/03/2024 4:17:54 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5799215;-;Decreto 092 de 2017;Decreto 092 de 2017;1/03/2024 12:00:00 AM ((UTC-05:00) Bogotá, Lima, Quito);Valor  a girar para el pago por la prestación del servicio para el desarrollo del aplicativo WEB para el proyecto APS (Atención Primaria en Salud)  en su primer fase de caracterización para la Red de Salud del Centro E.S.E.  Servicio que sera prestado por uno (01) Mes el mes de Marzo del año 2024;0;43231507 - Software de manejo de proyectos;
507;PRESTAR EL SERVICIO DE WEB HOSTING Y DOMINIO PARA EL SITIO OFICIAL WEB DE LA LOTERIA DEL HUILA.;CONT17-2024;Proceso adjudicado y celebrado;Contratación régimen especial;Unidad Contratacion Principal;1493814;Presentación de oferta;LOTERIA DEL HUILA;4/03/2024 7:41:41 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5772524;-;Prestación de servicios;Regla aplicable;31/12/2024 12:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);PRESTAR EL SERVICIO DE WEB HOSTING Y DOMINIO PARA EL SITIO OFICIAL WEB DE LA LOTERIA DEL HUILA.;2987628;43231507 - Software de manejo de proyectos;
508;Renovación del servicio de mantenimiento, soporte y suscripción en los módulos de continuidad, incidentes, peticiones, cambios, problemas, despliegues de la mesa de servicios ProactivaNet, análisis de;COT-14-FCM-2024;Proceso en evaluación y observaciones;Solicitud de información a los Proveedores;DIRECCION TICS;0;Presentación de oferta;FEDERACION COLOMBIANA DE MUNICIPIOS;1/03/2024 10:59:59 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5763409;7/03/2024 4:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito); ; ;7/03/2024 4:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Renovación del servicio de mantenimiento, soporte y suscripción en los módulos de continuidad, incidentes, peticiones, cambios, problemas, despliegues de la mesa de servicios ProactivaNet, análisis del uso e implementación de mejoras de la herramienta en torno a las buenas prácticas de ITIL 4 para la Federación Colombiana de Municipios en cumplimiento de la función pública asignada;0;43231507 - Software de manejo de proyectos;
509;EMLAZE SYSTEMS SAS;SGA-CD-101-2024;Proceso adjudicado y celebrado;Contratación directa (con ofertas);DIRECCIÓN DE CONTRATACIÓN;12150000;Presentación de oferta;SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ;1/03/2024 6:36:53 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5761906;5/03/2024 5:00:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Otro;No existe pluralidad de oferentes en el mercado; ;Contratar el soporte y actualización del aplicativo EMLAZE ERP de la Subdirección de Imprenta  Distrital de la Secretaría General de la Alcaldía Mayor de Bogotá D.C;12150000;43231507 - Software de manejo de proyectos;
510;Prestación de servicios profesionales y de apoyo a la gestión en el diseño y distribución de amoblamiento y equipamiento técnico en el software AutoCAD del teatro del Tecnológico de Artes Débora Arang;CPS 34-2024;Proceso adjudicado y celebrado;Contratación directa.;OFICINA ASESORA JURÍDICA;3300000;Presentación de oferta;TECNOLÓGICO DE ARTES DEBORA ARANGO INSTITUCIÓN REDEFINIDA;29/02/2024 9:39:31 AM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5752855;-;Prestación de servicios;Servicios profesionales y apoyo a la gestión;20/03/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Prestación de servicios profesionales y de apoyo a la gestión en el diseño y distribución de amoblamiento y equipamiento técnico en el software AutoCAD del teatro del Tecnológico de Artes Débora Arango Institución Redefinida;3300000;43231507 - Software de manejo de proyectos;
511;Adquirir a título de compraventa la renovación del servicio de soporte técnico, actualización, mantenimiento y acompañamiento para el uso del software Suite Visión Empresarial de propiedad de la Feder;CD-020-FCM-2024;Proceso adjudicado y celebrado;Contratación directa.;DIRECCION TICS;55795961;Presentación de oferta;FEDERACION COLOMBIANA DE MUNICIPIOS;28/02/2024 12:44:48 PM ((UTC-05:00) Bogotá, Lima, Quito);;CO1.NTC.5747231;-;Prestación de servicios;No existe pluralidad de oferentes en el mercado;31/12/2024 11:59:00 PM ((UTC-05:00) Bogotá, Lima, Quito);Adquirir a título de compraventa la renovación del servicio de soporte técnico, actualización, mantenimiento y acompañamiento para el uso del software Suite Visión Empresarial de propiedad de la Federación Colombiana de Municipios en cumplimiento de la función pública asignada.;58600000;43231507 - Software de manejo de proyectos;
